Device,Title,ReviewText,SubmissionText,UserNickname
Galaxy-s7,Love the camera.  Great resolution on the screen.,"I've had the s7 for about 2 weeks and I love it.  I upgraded from an s4 and although there is a slight learning curve to some features and apps, for the most part it is very similar\r\nA lot faster though and the picture quality is great.  Brighter, clearer screen too.  Even though there's not a lot of difference in size, the screen seems so much bigger.  Perhaps it's just the clear picture.  \r\nThe ring tones and alerts are much louder too as well as the speaker which has been moved to the bottom of the phone instead of the top.",2016-11-17T19:03:4,Nanatommc
Galaxy-s7,Great camera!,Camera takes excellent pictures. Enjoying the features.,2016-11-17T00:17:3,DBL7
Galaxy-s7,"Great phone, transition from existing phone was excellent.","I love the phone and the transfer of files and apps from my Galaxy S5 was easy and worked excellently.  The transition was the easiest that I have ever experienced, using  Samsung's file transfer system.",2016-11-16T20:33:4,uniquenamethatismeaningle
Galaxy-s7,great phone!,we bought 2 phones beginning of Oct and are very happy with them.,2016-11-16T15:19:2,szebra67
Galaxy-s7,My husbands first smart phone,I'm so glad that my husband chose the S7 as his first smart phone! All of the Galaxy phones are very similar so where he had played on my Note 5 and S3 he hasn't had much trouble at all. So thankful he likes it!,2016-11-16T12:53:5,CRNew
Galaxy-s7,Great upgrade to the old phone,I was tired of constantly having to adjust the memory on my old Galaxy 5. This one is compact with double the storage and speed,2016-11-15T00:50:0,ffmike329
Galaxy-s7,New Galaxy,This phone is easy to use and works great so far,2016-11-14T22:15:2,MsHayes40
Galaxy-s7,Perfection,"Love love love this galaxy s7! Way better display, camera, functionso and all around better than the previous galaxies. I've had s4 through s7 and this is by far the best yet!",2016-11-14T19:55:3,NGraceKoch
Galaxy-s7,Great phone with great features. As always easy to use.,It's a galaxy need I say more,2016-11-14T17:39:2,Rm33284
Galaxy-s7,Absolutely love everything about it,Love how smoothly this phone runs,2016-11-14T02:24:2,Sarah20
Galaxy-s7,I love my upgrade!,I upgraded from the s4 to the s7 and love the improvements!,2016-11-14T01:27:5,MissCorey
Galaxy-s7,"Great features, Great and clear pictures and screen",Best decision I have ever made was getting my galaxy S7,2016-11-13T19:19:2,Broly
Galaxy-s7,Really great going from iPhone to galexy,"I've had this phone a little over a week now. Had a iPhone before, about the last 5 years. And upgrading to a galexy was scary but the sales lady helped a lot and it's been easy!",2016-11-13T01:13:2,Abennings
Galaxy-s7,Great,Nice phone. Good camera. Expandable memory. Good price.,2016-11-12T23:57:4,1010mike
Galaxy-s7,As expected,S7 is great just accept this review,2016-11-12T22:18:5,Ravenruss
Galaxy-s7,Great Phone,"I received this phone a few weeks ago, I love that I can toggle back and forth between multiple apps with ease.",2016-11-12T19:59:0,Sammi333
Galaxy-s7,It's so fun to use,Easy to navigate and it's so fun costumize.,2016-11-12T19:58:1,Brequin93
Galaxy-s7,Great,My phone is my life I travel a lot and it keeps me in touch. I've had the iPhone 6 and LG and Droid nothing beat this phone,2016-11-12T19:50:5,cmarthers95
Galaxy-s7,Great Features,Purchased phone two weeks ago. Really like it.,2016-11-12T16:45:3,IBJOHNSON
Galaxy-s7,It's similar to the S5 which I had for over 2 years and loved that one.,Love the Samsung product and my son has the Edge and is very happy with it too!,2016-11-12T00:16:3,BabciNH
Galaxy-s7,S7 first month,Very similar to S5 very easy transition,2016-11-11T22:39:3,John14fan
Galaxy-s7,9512297011,I recently got this phone a few weeks ago I had switched from the edge to this one and I can say I kinda like this one more,2016-11-11T21:29:2,L9ves
Galaxy-s7,Great,"I upgraded from the Samsung S5, so it was a very easy transition. I like how I was able to use the USB connector to transfer files/apps from my old phone to my new phone.",2016-11-11T19:21:1,dolphinlover8005
Galaxy-s7,Barely sips power,"Upgraded from S5 to S7\r\nI loved my S5 for the 2+ years I used it but it was time to upgrade.\r\nCouldn't be more happy with the S7. I don't know what they did to make it possible but it's a power saving monster. It sips power rather than gulping like the S5 did. \r\nIt's fast. I like the new features. Overall, it's a great, great phone.",2016-11-11T06:22:1,daddinessmonster
Galaxy-s7,Easy transition. Super fast!,This phone is very fast opening and closing apps. And use of the internet. Feels like a very sturdy phone and waterproof!!,2016-11-10T20:14:4,SOUTHSOX24
Galaxy-s7,Great phone,Great phone easy use,2016-11-10T19:57:4,Ifancy
Galaxy-s7,Great phone.  Very user friendly for first time smart phone user.,I have had my phone for a little more than one week.  This is my first smart phone.  I transitioned from a slider type phone.  The Galaxy S7 is very user friendly with a great battery life.,2016-11-10T19:55:4,MJ_Janey
Galaxy-s7,Awesome phone!,I ordered it online as a \,2016-11-09T22:47:3,innerwildchild86
Galaxy-s7,"Great features, easy transfer",Great phone. Easy to use,2016-11-09T19:19:1,Big O
Galaxy-s7,Great phone,Got it on Halloween.  Love it,2016-11-09T18:51:5,Mrs Lee
Galaxy-s7,Perfect,"Great screen size, and the internals are what stun.  We have 4 gigs of RAM (which allows greater multitasking) 820 processing power and an on board gaming card.  Love it.",2016-11-08T20:34:1,Gr33nCr33p3r
Galaxy-s7,Easy transition,"I love the phone, good size, it has everything I need and more",2016-11-07T20:31:4,Redsoxfan12
Galaxy-s7,A great Phone,I only bought it a week ago. Still settting it up. It is very responsive. The screen is clear and detailed. The camera produced beautiful pictures,2016-11-07T20:04:5,BobinPrescott
Galaxy-s7,Love Samsung phones,Has me really excited for what's in store for the S8!,2016-11-07T20:00:4,Fraziernation
Galaxy-s7,Good features and easy to use.,"A little different than my Galaxy S4 so it took a few days to get used to.  But very nice operation, very clear screen, and a nice camera.",2016-11-07T03:45:3,Steve R
Galaxy-s7,User friendly!,I like the phone but not the screen protector! Doesn't cover the whole screen.,2016-11-07T02:15:3,tinytmarine
Galaxy-s7,This was quite an improvement over the Galaxy S5.,Purchased phone two months ago. Great product,2016-11-07T00:58:1,Pfged
Galaxy-s7,Rating Samsung Galaxy S7,Certain a step up from my old Galaxy S4 Mini.  I keep my phones as long as possible if even they are 2-3 years behind the most current model.,2016-11-06T22:29:5,Spoiled Rotten
Galaxy-s7,"Nice phone, good service",This phone is sick !,2016-11-06T21:10:1,My kids
Galaxy-s7,Great phone!!!,I bought  this phone and it was so hard to part with my Note 2 which was old but it was the best decision  I made. I love my new phone.,2016-11-05T18:55:2,Sistersmith
Galaxy-s7,Great,Great phones easy transition from my galaxy s5,2016-11-05T18:52:3,Chyanne
Galaxy-s7,Performance,"Best phone yet, very happy",2016-11-05T07:03:1,Mcyr79
Galaxy-s7,Excellent instructions of the use for the Samsung Galazxy S7,I purchased this phone just two weeks ago & I am very happy with the design and the features that are on this phone.  I overall love it.,2016-11-04T21:00:2,nolia
Galaxy-s7,Love This Phone!,I have had this phone for a few weeks and love everything about it.  The transition from my galaxy s5 was so simple and everything was transferred right over.  I didn't have to set up anything.  My favorite feature is the camera.  This phone takes amazing picture from both sides of the phone.  I love that this phone isn't any bigger than the s5.  I don't have anything bad to say about this phone so far.,2016-11-04T19:51:2,Tash151515
Galaxy-s7,The phone I have ever had!,Very happy with my new phone. Samsung Galaxy s7,2016-11-04T18:57:4,Phleb1950
Galaxy-s7,Very happy with awesome s7,Have had this for over a month and I am very pleased with phone,2016-11-03T23:00:3,Jon47
Galaxy-s7,Great phone,I bought my phone last week and I love it easy to use and it takes great pictures,2016-11-03T21:13:5,Ogre30117
Galaxy-s7,Nice upgrade,"I upgraded from an S5 to an S7. With minor exceptions, this iteration is a nice improvement.",2016-11-03T20:56:3,Bobby M
Galaxy-s7,beautiful and fast,Fast.  Easy transition from my old Android.  The screen is so crisp even old eyes can see well!  The always on display is handy and the battery consumption very reasonable.,2016-11-03T20:01:1,fct1
Galaxy-s7,Love this phone!,"I just bought this phone about two weeks ago. I LOVE IT! I have  upgraded  from a Galaxy 4; this phone does so much more. Much better battery,  better camera which takes great pictures in  low light as advertised. Faster processor. Love the HD and Wi-Fi calling features; in my workplace, I have a very low mobile signal, and so this feature helps me now to receive all of my  calls and talk to \r\npeople clearly. I wish that I had upgraded sooner.",2016-11-03T12:00:0,Braskamyrna
Galaxy-s7,Great S7,"This is a great phone. It can doo all you want, and more! There is no better",2016-11-03T01:43:4,RJRDC
Galaxy-s7,Love the Phone,"I love my phone with the exception of the alarm! My S4 would let me swipe left to snooze and swipe right to cancel.  The alarm on the S7 has a tiny button to push to snooze and the big red slide to cancel.  It's taking alot to get use to that feature.  Other than that, the phone is great! It charges really fast and I love how quick everything is!",2016-11-02T21:26:3,kcjo25
Galaxy-s7,Easy transition,Best yet!  I am happy to own an S7 and like to show it off to my friends.,2016-11-02T19:12:3,rftwredlite2
Galaxy-s7,Love this phone!,"I've had it 3 weeks and I love it.  It's fast, has great features. This is my favorite phone to date. I'm so happy I purchased it.",2016-11-02T13:31:2,Marcew
Galaxy-s7,Wow.  Great Phone,I am enjoying the \,2016-11-02T12:50:5,piano99999
Galaxy-s7,S7 vs Pixel,"I bought this 2 weeks ago after returning my Pixel. The images in Pixel are poor compared to the S7. Pictures taken in low light were grainy. Zoom is very limited, could only zoom to half of screen size vs S7 which is full screen and more. Just got back from WY and the S7 pics are all amazing! It has so many options to adjust for any light level. Easy to use. The phone is fantastic. I have an S5 before this. My only regret is that the camera had 16mp like my S5, not 12mp. \r\nI am so glad to have returned the Pixel. Samsung has done it again!",2016-11-02T12:27:5,Dmb5
Galaxy-s7,Was an easy transition from my s5.,"Bought this 2 weeks ago, was an easy transfer from my s5. But is you are switching from apple it will take you a while to get use to it.",2016-11-02T10:05:3,Almeida2
Galaxy-s7,Great features. Very fun,"I was a little hesitant about going from a Note 4 to a smaller Galaxy S7. I'm glad I did it because I love it! Easy to text with one hand, it's cuter. The only thing I miss is the S pen, but the pros definitely outweigh the cons.",2016-11-01T20:37:5,Janelle23
Galaxy-s7,Easy to use I love my S7,Just got it and I enjoy it so much,2016-11-01T19:08:2,Sammypeach
Galaxy-s7,Good phone,"I bought this phone less than two weeks ago. It works fine. I do lose my play lists in the Amazon media player when I restart the phone. \r\n\r\nI did have trouble with ordering. I went online to order for in store pickup. The order got stuck in the system. Five hours later, I had to visit the store to get the order released. Very frustrating.\r\n\r\nI took the phone home to activate it. I live in a dead zone. I was told, by an employee, that only a good Wi-Fi signal was needed to activate. That is wrong. I had to return to the store to get it activated. Very frustrating. \r\n\r\nThe in store manager was helpful, professional and great help. She made sure I walked away completely satisfied. \r\n\r\nThe lesson I learned was ALWAYS activate at the store.",2016-11-01T18:57:1,None of the above
Galaxy-s7,Great phone!,"Love the phone, tons of features.... still discovering them",2016-11-01T18:48:5,Nessy808
Galaxy-s7,New galaxy s7,Upgraded from S5 and love the new speed!,2016-11-01T15:03:5,MommyO1958
Galaxy-s7,easy and family liked it,"easy transition from old phone, love the features",2016-10-31T23:55:3,Candy70
Galaxy-s7,Nice and easy to use,I bought this Samsung Galaxy 7 and I am very satisfied.,2016-10-31T22:51:5,Jolo1165
Galaxy-s7,Quick,The phone performs great.,2016-10-31T22:41:0,Ferretislife3
Galaxy-s7,Does everything great!,Love phone themes. Also like the ability to respond to texts in other apps.,2016-10-31T19:14:2,daviladk
